Polarity,Sentiment,Tweet
0.0,b'Neutral',"[""b'pressfreedom: Indian authorities must immediately conduct a swift and thorough investigation into threats against the investigative fre\\xe2\\x80\\xa6'""]"
0.0,b'Neutral',"['b""FITCH AFFIRMS INDIA AT \'BBB-\'; OUTLOOK STABLE india""']"
0.04285714285714287,b'Positive',"[""b'Trying to avoid getting sick in India? Learn the tips and tricks from experienced travellers as to how you can prevent the dreaded delhibelly"
0.35,b'Positive',"[""b'Anmol_77: Communist \\xe2\\x98\\xad and Congressi are so rattled to see ModiInChina that they are indulging in low politics. Good to see PM Narendra\\xe2\\x80\\xa6'""]"
0.0,b'Neutral',"[""b'HatindersinghR: Your Views?\\n\\nIndia \\nJusticeForGeeta \\nRapeInMadrasa \\nModiInChina \\nChina \\nSidduKilledFarmers \\nRaGaFlightScare \\nIn\\xe2\\x80\\xa6'""]"
0.0,b'Neutral',"[""b'Mornings in Pushkar be like these.. Shot by tannedtravelgirl indiacircus indiamoments indiapictures incredibleindia rajasthan pushkar india travel travelgram indianphotography"
0.125,b'Positive',"[""b'dianneanoble1: 5* Review: This story will\\nremain with me for a long time. India is a compelling background... I felt I\\nwas there in th\\xe2\\x80\\xa6'""]"
0.0,b'Neutral',"[""b'election Knowledge is power site:Will RSS check BJPs venality &amp; make India 1 party state"
0.125,b'Positive',"[""b'dianneanoble1: 5* Review: This story will\\nremain with me for a long time. India is a compelling background... I felt I\\nwas there in th\\xe2\\x80\\xa6'""]"
0.0,b'Neutral',"[""b'NaughtyManilal: free_thinker UniofOxford narendramodi Oh No  This envious bald stooge of loosing political party of India is tryin\\xe2\\x80\\xa6'""]"
0.0,b'Neutral',"[""b'Far_Goods: Before bathing, Ghats, Varanasi, Uttar Pradesh India"
0.15,b'Positive',"[""b'LalitKModi: 1/2 Just as I thought this Chamcha would reply. Kindly tell me drcpjoshi what court in india has even a complaint before\\xe2\\x80\\xa6'""]"
0.4,b'Positive',"[""b'Welcome back priyankachopra AlexIsBack we want you in India  Pc Quantico'""]"
0.35,b'Positive',"[""b'Anmol_77: Communist \\xe2\\x98\\xad and Congressi are so rattled to see ModiInChina that they are indulging in low politics. Good to see PM Narendra\\xe2\\x80\\xa6'""]"
0.2,b'Positive',"[""b'India 10-Days Delivery + Free Shipping 5 Stars: K8 Mini Pc Usb 3.0 Foldable  Keyboard for INR 13000 international market ["
0.0,b'Neutral',"[""b'BollySpy: AvengersInfinityWar Public Review India | FirstDayFirstShow | Blockbuster Film\\n\\nAvengers Avengers InfintyWar MarvelSt\\xe2\\x80\\xa6'""]"
0.020833333333333343,b'Positive',"[""b'Skip your city life for few days &amp; plan a long isolated journey, (typically on foot) with us. himalayas  india mountains trekking globetrotter ttsindia nature love wanderlust wanderer incredibleindia bucketlist backpacker Traveller luv Delhi trek\\nBook your slot"
0.0,b'Neutral',"[""b'lashari_kainat: \\xd8\\xa8\\xd8\\xb1\\xdb\\x81\\xd9\\x85\\xd8\\xaf\\xd8\\xa7\\xd8\\xba \\xd8\\xa8\\xda\\xaf\\xd9\\xb9\\xdb\\x8c \\xd8\\xad\\xd8\\xb1\\xd8\\xa8\\xdb\\x8c\\xd8\\xa7\\xd8\\xb1 \\xd9\\x85\\xd8\\xb1\\xdb\\x8c\\nHamza_Bugti1 MehranMarri BurahamDaghBugti India MumbaiNews ShaheedNawabAkbarBugti ASJBal\\xe2\\x80\\xa6'""]"
0.0,b'Neutral',"[""b'humamal12590247: \\xd8\\xae\\xd9\\x88\\xd8\\xb4\\xd8\\xad\\xd8\\xa7\\xd9\\x84 \\xd8\\xa8\\xd9\\x84\\xd9\\x88\\xda\\x86\\xd8\\xb3\\xd8\\xaa\\xd8\\xa7\\xd9\\x86 \\xd9\\xbe\\xd8\\xb1\\xd9\\x88\\xda\\xaf\\xd8\\xb1\\xd8\\xa7\\xd9\\x85 \\xda\\xa9\\xdb\\x92 \\xd8\\xaa\\xd8\\xad\\xd8\\xaa\\nHamza_Bugti1 MehranMarri BurahamDaghBugti India MumbaiNews ShaheedNawabAkbarBugti\\xe2\\x80\\xa6'""]"
0.0,b'Neutral',"[""b'Back-to-back World T20s to replace Champions Trophy india"
0.0,b'Neutral',"[""b'A poem for the Diskit Monastery in Nubra Valley, Ladakh .\\n"
-0.35,b'Negative',"[""b'Wonder why corrupt politicians of India r always dying &amp; crying to import GE Areva WestingHouse reactors in the name of sabka saath sabka vikas"
0.5,b'Positive',"[""b'spice india aroma flavors  Please check this link for more information."
0.0,b'Neutral',"[""b'Back-to-back World T20s to replace Champions Trophy india"
0.0,b'Neutral',"[""b'mohitfreedom: Cricket is a LivingBridge for BharatKiBaatSabkeSaath to connect PPL of India and UK RRvKKR KKRvRR"
0.0,b'Neutral',"[""b'mohitfreedom: Cricket is a LivingBridge for BharatKiBaatSabkeSaath to connect PPL of India and UK RRvKKR KKRvRR"
0.15,b'Positive',"[""b'LalitKModi: 1/2 Just as I thought this Chamcha would reply. Kindly tell me drcpjoshi what court in india has even a complaint before\\xe2\\x80\\xa6'""]"
0.13636363636363635,b'Positive',"[""b'TessGopro: Hello \\xf0\\x9f\\x8c\\x8e \\nPlease check out my new Video about Varanasi, the holy city of India \\xf0\\x9f\\x87\\xae\\xf0\\x9f\\x87\\xb3\\xf0\\x9f\\x99\\x8f Gopro \\n\\nLet me know if you like it \\xf0\\x9f\\x98\\x84\\xf0\\x9f\\x91\\x8d\\xf0\\x9f\\x8f\\xbb\\xe2\\x80\\xa6'""]"
0.13636363636363635,b'Positive',"[""b'LambaAlka: \\xe0\\xa4\\xad\\xe0\\xa4\\xbe\\xe0\\xa4\\xb0\\xe0\\xa4\\xa4 \\xe0\\xa4\\x95\\xe0\\xa5\\x87 \\xe0\\xa4\\xaa\\xe0\\xa5\\x8d\\xe0\\xa4\\xb0\\xe0\\xa4\\xa7\\xe0\\xa4\\xbe\\xe0\\xa4\\xa8\\xe0\\xa4\\xae\\xe0\\xa4\\x82\\xe0\\xa4\\xa4\\xe0\\xa5\\x8d\\xe0\\xa4\\xb0\\xe0\\xa5\\x80 \\xe0\\xa4\\x95\\xe0\\xa4\\xbe \\xe0\\xa4\\x85\\xe0\\xa4\\xa8\\xe0\\xa5\\x8c\\xe0\\xa4\\xaa\\xe0\\xa4\\x9a\\xe0\\xa4\\xbe\\xe0\\xa4\\xb0\\xe0\\xa4\\xbf\\xe0\\xa4\\x95 \\xe0\\xa4\\x9a\\xe0\\xa5\\x80\\xe0\\xa4\\xa8 \\xe0\\xa4\\xa6\\xe0\\xa5\\x8c\\xe0\\xa4\\xb0\\xe0\\xa4\\xbe ..\\n\\xe0\\xa4\\x95\\xe0\\xa5\\x8d\\xe0\\xa4\\xaf\\xe0\\xa4\\xbe \\xe0\\xa4\\x96\\xe0\\xa5\\x8b\\xe0\\xa4\\xaf\\xe0\\xa4\\xbe , \\xe0\\xa4\\x95\\xe0\\xa5\\x8d\\xe0\\xa4\\xaf\\xe0\\xa4\\xbe \\xe0\\xa4\\xaa\\xe0\\xa4\\xbe\\xe0\\xa4\\xaf\\xe0\\xa4\\xbe \\xe0\\xa4\\xb9\\xe0\\xa4\\xae\\xe0\\xa4\\xa8\\xe0\\xa5\\x87..?\\nJoin me live on FB at 11:30am today.\\n\\xe0\\xa4\\x9c\\xe0\\xa4\\xaf \\xe0\\xa4\\xb9\\xe0\\xa4\\xbf\\xe0\\xa4\\x82\\xe0\\xa4\\xa6\\xe0\\xa5\\xa4\\nC\\xe2\\x80\\xa6'""]"
0.4333333333333333,b'Positive',"['b\'RuchirLModi: The point isn\\\'t ""who is the youngest"", but the fact that we should rejoice how many young talented sports-persons are repr\\xe2\\x80\\xa6\'']"
0.0,b'Neutral',"[""b'GutshotMagazine: JUST IN: GPL India has partnered with PokerStars India ahead of their inaugural gaming league in the country. \\n\\nFull d\\xe2\\x80\\xa6'""]"
0.3,b'Positive',"[""b'Study presented at ECCMID2018 finds antibiotic colistin-resistant gene in fresh food samples in India"
0.13636363636363635,b'Positive',"[""b'LambaAlka: \\xe0\\xa4\\xad\\xe0\\xa4\\xbe\\xe0\\xa4\\xb0\\xe0\\xa4\\xa4 \\xe0\\xa4\\x95\\xe0\\xa5\\x87 \\xe0\\xa4\\xaa\\xe0\\xa5\\x8d\\xe0\\xa4\\xb0\\xe0\\xa4\\xa7\\xe0\\xa4\\xbe\\xe0\\xa4\\xa8\\xe0\\xa4\\xae\\xe0\\xa4\\x82\\xe0\\xa4\\xa4\\xe0\\xa5\\x8d\\xe0\\xa4\\xb0\\xe0\\xa5\\x80 \\xe0\\xa4\\x95\\xe0\\xa4\\xbe \\xe0\\xa4\\x85\\xe0\\xa4\\xa8\\xe0\\xa5\\x8c\\xe0\\xa4\\xaa\\xe0\\xa4\\x9a\\xe0\\xa4\\xbe\\xe0\\xa4\\xb0\\xe0\\xa4\\xbf\\xe0\\xa4\\x95 \\xe0\\xa4\\x9a\\xe0\\xa5\\x80\\xe0\\xa4\\xa8 \\xe0\\xa4\\xa6\\xe0\\xa5\\x8c\\xe0\\xa4\\xb0\\xe0\\xa4\\xbe ..\\n\\xe0\\xa4\\x95\\xe0\\xa5\\x8d\\xe0\\xa4\\xaf\\xe0\\xa4\\xbe \\xe0\\xa4\\x96\\xe0\\xa5\\x8b\\xe0\\xa4\\xaf\\xe0\\xa4\\xbe , \\xe0\\xa4\\x95\\xe0\\xa5\\x8d\\xe0\\xa4\\xaf\\xe0\\xa4\\xbe \\xe0\\xa4\\xaa\\xe0\\xa4\\xbe\\xe0\\xa4\\xaf\\xe0\\xa4\\xbe \\xe0\\xa4\\xb9\\xe0\\xa4\\xae\\xe0\\xa4\\xa8\\xe0\\xa5\\x87..?\\nJoin me live on FB at 11:30am today.\\n\\xe0\\xa4\\x9c\\xe0\\xa4\\xaf \\xe0\\xa4\\xb9\\xe0\\xa4\\xbf\\xe0\\xa4\\x82\\xe0\\xa4\\xa6\\xe0\\xa5\\xa4\\nC\\xe2\\x80\\xa6'""]"
0.0,b'Neutral',"[""b'We need these work laws in India too\\xf0\\x9f\\x98\\x8a\\xf0\\x9f\\x91\\x8c\\n\\n"
0.125,b'Positive',"[""b'dianneanoble1: 5* Review: This story will\\nremain with me for a long time. India is a compelling background... I felt I\\nwas there in th\\xe2\\x80\\xa6'""]"
0.0,b'Neutral',"['b""BORN4WIN: What is the India\'s in World Press Freedom Index report, while Norway tops and bottom NorthKorea (180th)?\\n- 138th\\n\\nWho has\\xe2\\x80\\xa6""']"
0.0,b'Neutral',"[""b'OPECSecretariat: Professionals of the ONGC_ &amp; Indian Institute of Management visited the OPEC Secretariat on Monday, April 23, to lea\\xe2\\x80\\xa6'""]"
0.5,b'Positive',"['b""If you\'re a bride-to-be, you\'ll surely be amazed by the variety we have in store for our bridal collection at Shree Laxmidas Jewellers. Visit us today or leave us a message for enquiries.\\n.\\n.\\n.\\n.\\nShreeLaxmidasJewellers Hubli Karnataka India"
0.16562500000000002,b'Positive',"[""b'vinayak_jain ShefVaidya Contempt &amp; intense dislike for BJP4India by Indian India media stems from the fact that a huge amount of advertisement revenues to highlight various schemes from UPA 1 &amp; 2 were stopped by NDA. A major part of this income was laundered &amp; paid as kickbacks.'""]"
0.3,b'Positive',"[""b'BudgetWayfarers: Why visit the Nubra Valley?\\n1. Enigmatic culture\\n2. Double-humped camel rides\\n3. Captivating sand dunes \\n4. Mesmerisin\\xe2\\x80\\xa6'""]"
0.1,b'Positive',"[""b'HISTORYTV18: DidYouKnow India is home to one of the largest natural cave paintings of the early men in history? OMGIndia FullStory\\xe2\\x80\\xa6'""]"
0.0,b'Neutral',"[""b'DILIPKUMAR9990: Quite a sight: Modi\\xe2\\x80\\x99s convoy pulling into his Wuhan hotel, with China arranging a fleet of 28 vehicles\\nIndia   &amp;  Chi\\xe2\\x80\\xa6'""]"
0.0,b'Neutral',"['b""BORN4WIN: What is the India\'s in World Press Freedom Index report, while Norway tops and bottom NorthKorea (180th)?\\n- 138th\\n\\nWho has\\xe2\\x80\\xa6""']"
0.0,b'Neutral',"[""b'drop4drop: India, one of the fastest growing economies and home to almost a fifth of the world\\xe2\\x80\\x99s population, was ranked in an annual Wa\\xe2\\x80\\xa6'""]"
0.0,b'Neutral',"[""b'Greenassets_in: Adani builds coal-fired powerplant in India to send energy to Bangladesh"
0.08333333333333333,b'Positive',"[""b'GutshotMagazine: Aditya Sushant is in the news yet again, by reaching the final table of the Macau Millions Main Event. He has the thir\\xe2\\x80\\xa6'""]"
0.0,b'Neutral',"[""b'VivaVoyager: Arunachal Ziro India sky grass nature cloud outdoors summer freedom landscape field travel traveling visiti\\xe2\\x80\\xa6'""]"
0.0,b'Neutral',"[""b'NitinUploader: \\xe0\\xa4\\xb6\\xe0\\xa5\\x87\\xe0\\xa4\\xb9\\xe0\\xa4\\xb2\\xe0\\xa4\\xbe \\xe0\\xa4\\xb0\\xe0\\xa4\\xbe\\xe0\\xa4\\xb6\\xe0\\xa4\\xbf\\xe0\\xa4\\xa6 \\xe0\\xa4\\xa8\\xe0\\xa4\\xbf\\xe0\\xa4\\x95\\xe0\\xa4\\xb2\\xe0\\xa5\\x80 \\xe0\\xa4\\xa6\\xe0\\xa5\\x87\\xe0\\xa4\\xb6 \\xe0\\xa4\\x95\\xe0\\xa5\\x87 \\xe0\\xa4\\xae\\xe0\\xa4\\xbe\\xe0\\xa4\\xa8 \\xe0\\xa4\\x95\\xe0\\xa4\\xbe \\xe0\\xa4\\x9a\\xe0\\xa5\\x80\\xe0\\xa4\\xa1\\xe0\\xa4\\xbc\\xe0\\xa4\\xb9\\xe0\\xa4\\xb0\\xe0\\xa4\\xa3 \\xe0\\xa4\\x95\\xe0\\xa4\\xb0\\xe0\\xa4\\xa8\\xe0\\xa5\\x87, \\xe0\\xa4\\xa4\\xe0\\xa4\\xac \\xe0\\xa4\\xb6\\xe0\\xa5\\x87\\xe0\\xa4\\xb9\\xe0\\xa4\\x9c\\xe0\\xa4\\xbc\\xe0\\xa4\\xbe\\xe0\\xa4\\xa6 \\xe0\\xa4\\xac\\xe0\\xa4\\xa8 \\xe0\\xa4\\x97\\xe0\\xa4\\x8f \\xe0\\xa4\\xb6\\xe0\\xa5\\x8d\\xe0\\xa4\\xb0\\xe0\\xa5\\x80\\xe0\\xa4\\x95\\xe0\\xa5\\x83\\xe0\\xa4\\xb7\\xe0\\xa5\\x8d\\xe0\\xa4\\xa3, \\xe0\\xa4\\x9c\\xe0\\xa4\\xbe\\xe0\\xa4\\xa8\\xe0\\xa5\\x87 \\xe0\\xa4\\x98\\xe0\\xa4\\x9f\\xe0\\xa4\\xa8\\xe0\\xa4\\xbe"
0.0,b'Neutral',"[""b'ABBgroupnews: ABB inaugurates first-of-its-kind microgrid with battery energy storage at its Vadodora manufacturing campus. Supported\\xe2\\x80\\xa6'""]"
0.25,b'Positive',"['b""VazeMohd: Yes\\nWe\'ve coexisted peacefully for centuries and we\'ll keep doing so.\\n\\nIndia\\n\\nA multi-denominational house of worship in Chi\\xe2\\x80\\xa6""']"
0.0,b'Neutral',"[""b'Global firms with combined market cap of USD 8.9 trillion come to India"
0.0,b'Neutral',"[""b'harusameya: riti di purificazione\\n\\nIndia Induismo streetphotography Photography fotografia"
0.5,b'Positive',"[""b'spicecultur: Globally, Indian spices are most sought after, given their exquisite aroma, pungency and taste. India is also the largest\\xe2\\x80\\xa6'""]"
0.5,b'Positive',"[""b'If these two enemies can sit together and talk about peace ( North and South Korea )\\nwhy not Pakistan and India join hand abd come forward for better relationship ?  \\nKoreaSummit  Pakistan\\nIndia'""]"
0.0,b'Neutral',"[""b'lashari_kainat: \\xd8\\xa8\\xd8\\xb1\\xdb\\x81\\xd9\\x85\\xd8\\xaf\\xd8\\xa7\\xd8\\xba \\xd8\\xa8\\xda\\xaf\\xd9\\xb9\\xdb\\x8c \\xd8\\xad\\xd8\\xb1\\xd8\\xa8\\xdb\\x8c\\xd8\\xa7\\xd8\\xb1 \\xd9\\x85\\xd8\\xb1\\xdb\\x8c\\nHamza_Bugti1 MehranMarri BurahamDaghBugti India MumbaiNews ShaheedNawabAkbarBugti ASJBal\\xe2\\x80\\xa6'""]"
0.0,b'Neutral',"[""b'This May Be Why Autism Diagnoses Are On the Rise, According to the CDC"
0.0,b'Neutral',"[""b'U.S. air force says trains in vicinity of South China Sea"
0.0,b'Neutral',"[""b'Macron predicts U.S. will return to Paris Agreement on climate change"
0.0,b'Neutral',"[""b'humamal12590247: \\xd8\\xae\\xd9\\x88\\xd8\\xb4\\xd8\\xad\\xd8\\xa7\\xd9\\x84 \\xd8\\xa8\\xd9\\x84\\xd9\\x88\\xda\\x86\\xd8\\xb3\\xd8\\xaa\\xd8\\xa7\\xd9\\x86 \\xd9\\xbe\\xd8\\xb1\\xd9\\x88\\xda\\xaf\\xd8\\xb1\\xd8\\xa7\\xd9\\x85 \\xda\\xa9\\xdb\\x92 \\xd8\\xaa\\xd8\\xad\\xd8\\xaa\\nHamza_Bugti1 MehranMarri BurahamDaghBugti India MumbaiNews ShaheedNawabAkbarBugti\\xe2\\x80\\xa6'""]"
-0.2,b'Negative',"[""b'Tech Financing in India: Noida-based online lending platform PayMe raised USD2M in angel round from Singapore investors including PramodSinghal."
0.13636363636363635,b'Positive',"[""b'socialmediasmq: Check out scores of Videos Live from the event wherein you can see the Karigars of India who have come all the way to M\\xe2\\x80\\xa6'""]"
-0.5,b'Negative',"[""b'Every ride has a silver lining. Sorry, every cloud.\\nBook your ride here :"
0.4,b'Positive',"['b""paramparik: Join us on Facebook for engaging conversations on Art, Crafts and Textiles from INDIA\'s Karigars &gt;&gt;&gt;"
0.0,b'Neutral',"[""b'LalitKModi: The Print edition of my interview in the telegraph by nhoultcricket on the future of iplt20 - a dream realized - Thank\\xe2\\x80\\xa6'""]"
0.0,b'Neutral',"[""b'rajeev_mp: NorthernComd_IA narendramodi AmitShah arunjaitley sgurumurthy nda4kerala kayjay34350 SinghNavdeep FlagsOfHonour IA\\xe2\\x80\\xa6'""]"
-0.08333333333333333,b'Negative',"[""b'VasundharaBJP: From the SCO Foreign and Defence Ministers Meeting in Beijing. India is the only country whose Foreign and Defence Mini\\xe2\\x80\\xa6'""]"
0.0,b'Neutral',"[""b'Spotboye: Desi Girl, PriyankaChopra is on a roll \\xe2\\x99\\xa5\\xef\\xb8\\x8f\\xf0\\x9f\\x98\\x8e\\nPriyankaChopra has topped the list of India\\xe2\\x80\\x99s Score Trends this year. Followin\\xe2\\x80\\xa6'""]"
0.016666666666666673,b'Positive',"['b""With 14.0% growth in life insurance premiums in 2017, and 34.8% growth in general / P &amp; C insurance, India was one of the world\'s fastest-growing insurance markets last year: Details in the Global Insurance Map from Allianz"
0.0,b'Neutral',"[""b'Reason for optimism on India\\xe2\\x80\\x99s bid to end TB by 2025, writes Sonalini Khetrapal SonaliniK"
0.0,b'Neutral',"[""b'analytica Anacon India and India Lab Expo debuts in Mumbai"
0.0,b'Neutral',"[""b'\\xd8\\xa7\\xd9\\x84\\xd9\\x81\\xd9\\x88\\xd8\\xb1\\xd9\\x83\\xd8\\xb3 \\xd1\\x84\\xd0\\xbe\\xd1\\x80\\xd0\\xb5\\xd0\\xba\\xd1\\x81 \\xe5\\xa4\\x96\\xe6\\xb1\\x87 \\xe5\\xa4\\x96\\xe5\\x8c\\xaf Forex \\xd8\\xaa\\xd8\\xad\\xd9\\x84\\xd9\\x8a\\xd9\\x84_\\xd9\\x81\\xd9\\x86\\xd9\\x8a \\xd9\\x81\\xd9\\x88\\xd8\\xb1\\xd9\\x83\\xd8\\xb3 \\xd8\\xb0\\xd9\\x87\\xd8\\xa8 \\xd9\\x81\\xd8\\xb6\\xd8\\xa9 \\xd8\\xa7\\xd9\\x85\\xd9\\x88\\xd8\\xa7\\xd9\\x84 \\xd8\\xb1\\xd9\\x8a\\xd8\\xaa\\xd9\\x88\\xd9\\x8a\\xd8\\xaa bitcoin gold oil china silver India RETWEEET retwit SELL Pakistan Iran UAE Iraq Qatar Kuwait Oman Lebanon Jordan Yemen Bahrain Syria"
0.0,b'Neutral',"[""b'MaxDwivedi: SalmanKhan SRK Zero Salman Race3 2Point0 SRKians KatrinaKaif DeepikaPadukone IPL2018 TZH TEDTalksIndiaNayiSoch\\xe2\\x80\\xa6'""]"
0.0,b'Neutral',"[""b'rajeev_mp: NorthernComd_IA narendramodi AmitShah arunjaitley sgurumurthy nda4kerala kayjay34350 SinghNavdeep FlagsOfHonour The\\xe2\\x80\\xa6'""]"
0.027777777777777773,b'Positive',"[""b'lumieresdlv: [BESTOF] Mumbai, la ville au plus grand nombre de super tours et gratte-ciel en construction dans le monde "
0.45555555555555555,b'Positive',"[""b'India, one of the fastest growing economies and home to almost a fifth of the world\\xe2\\x80\\x99s population, was ranked in an annual WaterAid survey as having the greatest number of people living rurally without access to clean water: 63 million\\nIndia cleanwater"
-0.1777777777777778,b'Negative',"['b""India News:  7 Naxals Killed In Gunfight In Chhattisgarh \\n\\nSeven Naxals were gunned down in Chhattisgarh\'s Bija..."
